rxnID	rxnName	equation	flux
r_1130	CTP transport	0.2701553629071786 prot_P38127 + CMP + CTP + H+ --> CMP + CTP + H+	0.0
r_1131	CTP/CMP antiport	0.2701553629071786 prot_P38127 + CMP + CTP + 2.0 H+ --> CMP + CTP + 2.0 H+	0.0010292683075824678
r_1132	cytidine transport	19.950758151174124 prot_P31381 + cytidine + H+ --> cytidine + H+	0.0
r_1133_EXP_1	cytosine transport	1.2026606480417619 prot_P17064 + cytosine + H+ --> cytosine + H+	0.0
r_1133_EXP_2	cytosine transport	10.825248896185835 prot_P40039 + cytosine + H+ --> cytosine + H+	0.0
r_1133_EXP_3	cytosine transport	23.3058271432221 prot_Q12119 + cytosine + H+ --> cytosine + H+	0.0
r_1133_EXP_4	cytosine transport	2.4548212008003296 prot_P53099 + cytosine + H+ --> cytosine + H+	0.0
r_1134_EXP_1	D-fructose transport	182.95255395025617 prot_P54854 + D-fructose --> D-fructose	0.0
r_1134_EXP_10	D-fructose transport	491.0125511233635 prot_P40886 + D-fructose --> D-fructose	0.0
r_1134_EXP_11	D-fructose transport	29.644262875067646 prot_P40885 + D-fructose --> D-fructose	0.0
r_1134_EXP_12	D-fructose transport	221.9423891376424 prot_P47185 + D-fructose --> D-fructose	0.0
r_1134_EXP_13	D-fructose transport	15.883010385678215 prot_P23585 + D-fructose --> D-fructose	0.0
r_1134_EXP_14	D-fructose transport	201.37354001884924 prot_P53631 + D-fructose --> D-fructose	0.0
r_1134_EXP_15	D-fructose transport	7.486615433608201 prot_P54862 + D-fructose --> D-fructose	0.0
r_1134_EXP_2	D-fructose transport	38.21200994284164 prot_P39004 + D-fructose --> D-fructose	0.0
r_1134_EXP_3	D-fructose transport	36.1033508852424 prot_P39003 + D-fructose --> D-fructose	0.0
r_1134_EXP_4	D-fructose transport	12.800514633418905 prot_P32466 + D-fructose --> D-fructose	0.0
r_1134_EXP_5	D-fructose transport	99.41872867100001 prot_P39924 + D-fructose --> D-fructose	0.0
r_1134_EXP_6	D-fructose transport	2.6255449709118044 prot_P43581 + D-fructose --> D-fructose	0.0
r_1134_EXP_7	D-fructose transport	73.03443030411316 prot_P32467 + D-fructose --> D-fructose	0.0
r_1134_EXP_8	D-fructose transport	37.00560827252129 prot_P32465 + D-fructose --> D-fructose	0.0
r_1134_EXP_9	D-fructose transport	11.752883985452266 prot_P38695 + D-fructose --> D-fructose	0.0
r_1135_EXP_1	D-galactose transport	6.048832670875682 prot_P43581 + D-galactose + H+ --> D-galactose + H+	0.0
r_1135_EXP_2	D-galactose transport	5.868575257150102 prot_P40885 + D-galactose + H+ --> D-galactose + H+	0.0
r_1135_EXP_3	D-galactose transport	7.895711187219881 prot_P13181 + D-galactose + H+ --> D-galactose + H+	0.0
r_1135_EXP_4	D-galactose transport	9.049001302171312 prot_P42833 + D-galactose + H+ --> D-galactose + H+	0.0
r_1135_EXP_5	D-galactose transport	0.8760873219329858 prot_P54862 + D-galactose + H+ --> D-galactose + H+	0.0
r_1136	D-lactate transport	1398.5378967792055 prot_P36035 + (R)-lactate + H+ --> (R)-lactate + H+	0.0
r_1137	D-lactate transport	(R)-lactate + H+ --> (R)-lactate + H+	0.30951600402324314
r_1138	D-lactate/pyruvate antiport	(R)-lactate + pyruvate --> (R)-lactate + pyruvate	0.0
r_1138_REV	D-lactate/pyruvate antiport (reversible)	(R)-lactate + pyruvate --> (R)-lactate + pyruvate	0.30951600402324314
r_1139_EXP_1	D-mannose transport	21.752276959457756 prot_P54854 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_10	D-mannose transport	5.737789186505133 prot_P40885 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_11	D-mannose transport	24.62776935429521 prot_P47185 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_12	D-mannose transport	18.631302566910534 prot_P53631 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_13	D-mannose transport	0.1460341906691061 prot_P54862 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_2	D-mannose transport	6.0635619400025 prot_P39004 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_3	D-mannose transport	5.78696912195137 prot_P32465 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_4	D-mannose transport	6.021051710114851 prot_P39003 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_5	D-mannose transport	4.897409903929133 prot_P32466 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_6	D-mannose transport	11.132725634329818 prot_P39924 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_7	D-mannose transport	6.048832670875682 prot_P43581 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_8	D-mannose transport	7.960443935265399 prot_P38695 + D-mannose + H+ --> D-mannose + H+	0.0
r_1139_EXP_9	D-mannose transport	16.867118793074706 prot_P40886 + D-mannose + H+ --> D-mannose + H+	0.0
r_1146_EXP_1	episterol transport	202.39396969322675 prot_P40550 + episterol --> episterol	0.0
r_1146_EXP_2	episterol transport	242.95341636695454 prot_Q08409 + episterol --> episterol	0.0
r_1146_REV_EXP_1	episterol transport (reversible)	202.39396969322675 prot_P40550 + episterol --> episterol	0.0
r_1146_REV_EXP_2	episterol transport (reversible)	242.95341636695454 prot_Q08409 + episterol --> episterol	0.0
r_1147_EXP_1	ergosterol transport	220.04126278706457 prot_P40550 + ergosterol --> ergosterol	0.0
r_1147_EXP_2	ergosterol transport	300.989150017774 prot_Q08409 + ergosterol --> ergosterol	0.0
r_1147_REV_EXP_1	ergosterol transport (reversible)	220.04126278706457 prot_P40550 + ergosterol --> ergosterol	0.0
r_1147_REV_EXP_2	ergosterol transport (reversible)	300.989150017774 prot_Q08409 + ergosterol --> ergosterol	0.0
r_1148_EXP_1	ergosterol transport	220.04126278706457 prot_P40550 + ergosterol --> ergosterol	0.0
r_1148_EXP_2	ergosterol transport	300.989150017774 prot_Q08409 + ergosterol --> ergosterol	0.0
r_1148_REV_EXP_1	ergosterol transport (reversible)	220.04126278706457 prot_P40550 + ergosterol --> ergosterol	0.0
r_1148_REV_EXP_2	ergosterol transport (reversible)	300.989150017774 prot_Q08409 + ergosterol --> ergosterol	0.0
r_1149	ethanolamine transport	19.35463221575592 prot_P19807 + ethanolamine --> ethanolamine	0.0
r_1149_REV	ethanolamine transport (reversible)	19.35463221575592 prot_P19807 + ethanolamine --> ethanolamine	0.0
r_1151	fadH2 transport	2.2694626476781234 prot_P40464 + FADH2 --> FADH2	0.0
r_1161_EXP_1	fecosterol transport	202.39396969322675 prot_P40550 + fecosterol --> fecosterol	0.0
r_1161_EXP_2	fecosterol transport	242.95341636695454 prot_Q08409 + fecosterol --> fecosterol	0.0
r_1161_REV_EXP_1	fecosterol transport (reversible)	202.39396969322675 prot_P40550 + fecosterol --> fecosterol	0.0
r_1161_REV_EXP_2	fecosterol transport (reversible)	242.95341636695454 prot_Q08409 + fecosterol --> fecosterol	0.0
r_1162_EXP_1	fecosterol transport	202.39396969322675 prot_P40550 + fecosterol --> fecosterol	0.0
r_1162_EXP_2	fecosterol transport	242.95341636695454 prot_Q08409 + fecosterol --> fecosterol	0.0
r_1162_REV_EXP_1	fecosterol transport (reversible)	202.39396969322675 prot_P40550 + fecosterol --> fecosterol	0.0
r_1162_REV_EXP_2	fecosterol transport (reversible)	242.95341636695454 prot_Q08409 + fecosterol --> fecosterol	0.0
r_1164	folic acid transport	folate --> folate	0.0
r_1164_REV	folic acid transport (reversible)	folate --> folate	0.0
r_1165	GDP-mannose antiport	1.0378471472876938 prot_P40107 + GDP-alpha-D-mannose + GMP --> GDP-alpha-D-mannose + GMP	0.0
r_1166_EXP_1	glucose transport	21.752276959457756 prot_P54854 + D-glucose --> D-glucose	0.0
r_1166_EXP_10	glucose transport	5.78696912195137 prot_P32465 + D-glucose --> D-glucose	0.0
r_1166_EXP_11	glucose transport	5.527753318160501 prot_P38695 + D-glucose --> D-glucose	0.0
r_1166_EXP_12	glucose transport	16.867118793074706 prot_P40886 + D-glucose --> D-glucose	0.0
r_1166_EXP_13	glucose transport	2.699457339028105 prot_P40885 + D-glucose --> D-glucose	0.0
r_1166_EXP_14	glucose transport	24.62776935429521 prot_P47185 + D-glucose --> D-glucose	0.0
r_1166_EXP_15	glucose transport	5.766183059735746 prot_P0CE00 + D-glucose --> D-glucose	0.0
r_1166_EXP_16	glucose transport	7.895711187219881 prot_P13181 + D-glucose --> D-glucose	0.0
r_1166_EXP_17	glucose transport	2.7495258888016525 prot_P23585 + D-glucose --> D-glucose	0.0
r_1166_EXP_18	glucose transport	18.631302566910534 prot_P53631 + D-glucose --> D-glucose	0.0
r_1166_EXP_19	glucose transport	5.9807295482057095 prot_P54862 + D-glucose --> D-glucose	0.0
r_1166_EXP_2	glucose transport	6.063496497392024 prot_P0CD99 + D-glucose --> D-glucose	0.0
r_1166_EXP_20	glucose transport	8.634125621061612 prot_Q04162 + D-glucose --> D-glucose	0.0
r_1166_EXP_3	glucose transport	6.0635619400025 prot_P39004 + D-glucose --> D-glucose	0.0
r_1166_EXP_4	glucose transport	6.021051710114851 prot_P39003 + D-glucose --> D-glucose	0.0
r_1166_EXP_5	glucose transport	1.3027488017971673 prot_P32466 + D-glucose --> D-glucose	2.17470366432
r_1166_EXP_6	glucose transport	12.782843028787582 prot_P39932 + D-glucose --> D-glucose	0.0
r_1166_EXP_7	glucose transport	11.132725634329818 prot_P39924 + D-glucose --> D-glucose	0.0
r_1166_EXP_8	glucose transport	6.048832670875682 prot_P43581 + D-glucose --> D-glucose	0.0
r_1166_EXP_9	glucose transport	3.583374924784022 prot_P32467 + D-glucose --> D-glucose	0.0
r_1167	glutathione transport	5.674945731254157 prot_P40897 + glutathione --> glutathione	0.0
r_1168_EXP_1	glutathione transport	161.4141633681904 prot_P39109 + glutathione --> glutathione	0.0
r_1168_EXP_2	glutathione transport	565.2889934481077 prot_P14772 + glutathione --> glutathione	0.0
r_1168_REV_EXP_1	glutathione transport (reversible)	161.4141633681904 prot_P39109 + glutathione --> glutathione	0.0
r_1168_REV_EXP_2	glutathione transport (reversible)	565.2889934481077 prot_P14772 + glutathione --> glutathione	0.0
r_1169	glycero-3-phospho-1-inositol transport	1.6398111607082781 prot_P25346 + 1-(sn-glycero-3-phospho)-1D-myo-inositol --> 1-(sn-glycero-3-phospho)-1D-myo-inositol	0.0
r_1169_REV	glycero-3-phospho-1-inositol transport (reversible)	1.6398111607082781 prot_P25346 + 1-(sn-glycero-3-phospho)-1D-myo-inositol --> 1-(sn-glycero-3-phospho)-1D-myo-inositol	0.0
r_1170	glycero-3-phosphocholine transport	1.7918785522736203 prot_P25346 + sn-glycero-3-phosphocholine --> sn-glycero-3-phosphocholine	0.0
r_1170_REV	glycero-3-phosphocholine transport (reversible)	1.7918785522736203 prot_P25346 + sn-glycero-3-phosphocholine --> sn-glycero-3-phosphocholine	0.0
r_1171_EXP_1	glycerol transport	41.7724361919017 prot_P39932 + glycerol + H+ --> glycerol + H+	0.0
r_1171_EXP_2	glycerol transport	172.56375031064414 prot_P53154 + glycerol + H+ --> glycerol + H+	0.0
r_1171_EXP_3	glycerol transport	217.6933688927175 prot_Q08929 + glycerol + H+ --> glycerol + H+	0.0
r_1172_EXP_1	glycerol transport via channel	1.482184902007216 prot_P43549 + glycerol --> glycerol	0.0
r_1172_EXP_2	glycerol transport via channel	0.6285591768647697 prot_P23900 + glycerol --> glycerol	0.06402693448
r_1173_EXP_1	glycine transport	25.955237884466197 prot_P25376 + H+ + L-glycine --> H+ + L-glycine	0.0
r_1173_EXP_2	glycine transport	4.845041541046613 prot_P19145 + H+ + L-glycine --> H+ + L-glycine	0.0
r_1173_EXP_3	glycine transport	12.596301854889402 prot_P38967 + H+ + L-glycine --> H+ + L-glycine	0.0
r_1173_EXP_4	glycine transport	14.445193920799005 prot_P15380 + H+ + L-glycine --> H+ + L-glycine	0.0
r_1173_EXP_5	glycine transport	7.968919773312661 prot_P53388 + H+ + L-glycine --> H+ + L-glycine	0.0
r_1173_REV_EXP_1	glycine transport (reversible)	25.955237884466197 prot_P25376 + H+ + L-glycine --> H+ + L-glycine	0.0
r_1173_REV_EXP_2	glycine transport (reversible)	4.0449974975144505 prot_P19145 + H+ + L-glycine --> H+ + L-glycine	0.32287972421607625
r_1173_REV_EXP_3	glycine transport (reversible)	12.596301854889402 prot_P38967 + H+ + L-glycine --> H+ + L-glycine	0.0
r_1173_REV_EXP_4	glycine transport (reversible)	14.445193920799005 prot_P15380 + H+ + L-glycine --> H+ + L-glycine	0.0
r_1173_REV_EXP_5	glycine transport (reversible)	9.41498101418254 prot_P53388 + H+ + L-glycine --> H+ + L-glycine	0.0
r_1174	glycogen vacuolar 'transport' via autophagy	glycogen --> glycogen	0.0
r_1175	GTP/GDP translocase	0.5104257838599212 prot_P38988 + GDP + GTP + H+ --> GDP + GTP + H+	0.07048987427237073
r_1176_EXP_1	guanine transport	1.98390967747123 prot_P17064 + guanine + H+ --> guanine + H+	0.0
r_1176_EXP_2	guanine transport	26.93240415537185 prot_P40039 + guanine + H+ --> guanine + H+	0.0
r_1176_EXP_3	guanine transport	75.93503728388835 prot_Q12119 + guanine + H+ --> guanine + H+	0.0
r_1177_EXP_1	inositol transport	13.090949822075943 prot_P30605 + H+ + myo-inositol --> H+ + myo-inositol	0.0
r_1177_EXP_2	inositol transport	27.37709389245044 prot_P30606 + H+ + myo-inositol --> H+ + myo-inositol	0.0
r_1178_EXP_1	iron (II) transport	7.9282828282828275 prot_P40988 + iron(2+) --> iron(2+)	3.0400000468944203e-06
r_1178_EXP_2	iron (II) transport	9.136363636363635 prot_P38993 + iron(2+) --> iron(2+)	0.0
r_1179_EXP_1	iron (II) transport	0.8712626262626263 prot_P10566 + iron(2+) --> iron(2+)	0.0
r_1179_EXP_2	iron (II) transport	0.8410858585858586 prot_P23500 + iron(2+) --> iron(2+)	0.0
r_1180	isoamyl acetate transport	isoamyl acetate --> isoamyl acetate	0.0
r_1181	isobutyl acetate transport	isobutyl acetate --> isobutyl acetate	0.0
r_1182	isopentenyl diphosphate transport	isopentenyl diphosphate --> isopentenyl diphosphate	0.0
r_1182_REV	isopentenyl diphosphate transport (reversible)	isopentenyl diphosphate --> isopentenyl diphosphate	0.0
r_1183_EXP_1	L-alanine transport	20.43049120522382 prot_P25376 + H+ + L-alanine --> H+ + L-alanine	0.0
r_1183_EXP_2	L-alanine transport	5.222881668341009 prot_P19145 + H+ + L-alanine --> H+ + L-alanine	0.0
r_1183_EXP_3	L-alanine transport	9.645147340606467 prot_P15380 + H+ + L-alanine --> H+ + L-alanine	0.0
r_1183_EXP_4	L-alanine transport	10.419722954826527 prot_P53388 + H+ + L-alanine --> H+ + L-alanine	0.0
r_1184_EXP_1	L-arganine transport	4.141815862782403 prot_P04817 + H+ + L-arginine --> H+ + L-arginine	0.0
r_1184_EXP_2	L-arganine transport	3.00868033025268 prot_P19145 + H+ + L-arginine --> H+ + L-arginine	0.0
r_1184_EXP_3	L-arganine transport	4.707530603579454 prot_P38971 + H+ + L-arginine --> H+ + L-arginine	0.0
r_1185_EXP_1	L-arganine transport	9.373268904134612 prot_Q12010 + H+ + L-arginine --> H+ + L-arginine	0.0
r_1185_EXP_2	L-arganine transport	18.833596396568502 prot_P38358 + H+ + L-arginine --> H+ + L-arginine	0.0
r_1186_EXP_1	L-asparagine transport	13.723367555123136 prot_P25376 + H+ + L-asparagine --> H+ + L-asparagine	0.0
r_1186_EXP_2	L-asparagine transport	5.8602645666708675 prot_P48813 + H+ + L-asparagine --> H+ + L-asparagine	0.0
r_1186_EXP_3	L-asparagine transport	2.2092651092885696 prot_P19145 + H+ + L-asparagine --> H+ + L-asparagine	0.0
r_1186_EXP_4	L-asparagine transport	4.31671645909394 prot_P53388 + H+ + L-asparagine --> H+ + L-asparagine	0.0
r_1187	L-asparagine transport	8.18251553683474 prot_P47082 + H+ + L-asparagine --> H+ + L-asparagine	0.0
r_1188_EXP_1	L-aspartate transport	7.657372758192847 prot_P36062 + H+ + L-asparagine --> H+ + L-asparagine	0.0
r_1188_EXP_2	L-aspartate transport	7.980699180760916 prot_P50944 + H+ + L-asparagine --> H+ + L-asparagine	0.0
r_1189	L-aspartate transport	157.95745757157943 prot_P40074 + H+ + L-aspartate --> H+ + L-aspartate	0.0
r_1190_EXP_1	L-aspartate transport	51.25426825453086 prot_P43548 + H+ + L-aspartate --> H+ + L-aspartate	0.0
r_1190_EXP_2	L-aspartate transport	1.6347389901888516 prot_P19145 + H+ + L-aspartate --> H+ + L-aspartate	0.0
r_1190_EXP_3	L-aspartate transport	3.1176583871258097 prot_P53388 + H+ + L-aspartate --> H+ + L-aspartate	0.0
r_1191	L-carnitine transport	18.07417118808693 prot_P38090 + (R)-carnitine --> (R)-carnitine	0.0
r_1191_REV	L-carnitine transport (reversible)	18.07417118808693 prot_P38090 + (R)-carnitine --> (R)-carnitine	0.0
r_1192_EXP_1	L-cystine transport	15.98026486571854 prot_P38084 + H+ + L-cysteine --> H+ + L-cysteine	0.0
r_1192_EXP_2	L-cystine transport	9.04024848822595 prot_P38085 + H+ + L-cysteine --> H+ + L-cysteine	0.0
r_1192_EXP_3	L-cystine transport	13.180198140520911 prot_P25376 + H+ + L-cysteine --> H+ + L-cysteine	0.0
r_1192_EXP_4	L-cystine transport	4.290492019477291 prot_P41815 + H+ + L-cysteine --> H+ + L-cysteine	0.0
r_1192_EXP_5	L-cystine transport	3.8637388807060162 prot_P48813 + H+ + L-cysteine --> H+ + L-cysteine	0.0
r_1192_EXP_6	L-cystine transport	2.0808020354818835 prot_P19145 + H+ + L-cysteine --> H+ + L-cysteine	0.0
r_1192_EXP_7	L-cystine transport	4.954940745719529 prot_P38967 + H+ + L-cysteine --> H+ + L-cysteine	0.0
r_1193	L-cystine transport	7.973877475373074 prot_P17261 + H+ + L-cystine --> H+ + L-cystine	0.0
r_1194	L-glutamate transport	1.8810464305164725 prot_Q12482 + L-glutamate --> L-glutamate	0.09775328735646391
r_1195	L-glutamate transport	51.467278676926874 prot_P40074 + H+ + L-glutamate --> H+ + L-glutamate	0.0
r_1196_EXP_1	L-glutamate transport	7.883394470362304 prot_P25376 + H+ + L-glutamate --> H+ + L-glutamate	0.0
r_1196_EXP_2	L-glutamate transport	92.56119945738607 prot_P43548 + H+ + L-glutamate --> H+ + L-glutamate	0.0
r_1196_EXP_3	L-glutamate transport	2.0294912770741367 prot_P19145 + H+ + L-glutamate --> H+ + L-glutamate	0.0
r_1196_EXP_4	L-glutamate transport	4.366125735944248 prot_P53388 + H+ + L-glutamate --> H+ + L-glutamate	0.0
r_1197	L-glutamine transport	3.5848532661113186 prot_P47082 + H+ + L-glutamine --> H+ + L-glutamine	0.0
r_1198_EXP_1	L-glutamine transport	7.207366665573421 prot_P36062 + H+ + L-glutamine --> H+ + L-glutamine	0.0
r_1198_EXP_2	L-glutamine transport	5.432772812288537 prot_P50944 + H+ + L-glutamine --> H+ + L-glutamine	0.0
r_1199_EXP_1	L-glutamine transport	13.498880934003008 prot_P25376 + H+ + L-glutamine --> H+ + L-glutamine	0.0
r_1199_EXP_2	L-glutamine transport	5.38297576773294 prot_P48813 + H+ + L-glutamine --> H+ + L-glutamine	0.0
r_1199_EXP_3	L-glutamine transport	1.8869574059144454 prot_P19145 + H+ + L-glutamine --> H+ + L-glutamine	0.0
r_1199_EXP_4	L-glutamine transport	4.231573697909262 prot_P53388 + H+ + L-glutamine --> H+ + L-glutamine	0.0
r_1200_EXP_1	L-histidine transport, vacuolar	10.693448375214325 prot_Q12010 + H+ + L-histidine --> H+ + L-histidine	0.0
r_1200_EXP_2	L-histidine transport, vacuolar	25.359994086743697 prot_P38358 + H+ + L-histidine --> H+ + L-histidine	0.0
r_1200_EXP_3	L-histidine transport, vacuolar	15.929713283634882 prot_P25594 + H+ + L-histidine --> H+ + L-histidine	0.0
r_1200_EXP_4	L-histidine transport, vacuolar	85.15999088019981 prot_Q04301 + H+ + L-histidine --> H+ + L-histidine	0.0
r_1201_EXP_1	L-histidine transport	7.6168449501251825 prot_P38085 + H+ + L-histidine --> H+ + L-histidine	0.0
r_1201_EXP_2	L-histidine transport	15.356063047453452 prot_P06775 + H+ + L-histidine --> H+ + L-histidine	0.0
r_1201_EXP_3	L-histidine transport	2.1761520503017113 prot_P19145 + H+ + L-histidine --> H+ + L-histidine	0.0
r_1202	L-isoleucine transport	189.67029481981297 prot_P25568 + L-isoleucine --> L-isoleucine	0.0
r_1202_REV	L-isoleucine transport (reversible)	189.67029481981297 prot_P25568 + L-isoleucine --> L-isoleucine	0.0
r_1203	L-isoleucine transport	7.230846848529466 prot_P47082 + H+ + L-isoleucine --> H+ + L-isoleucine	0.0
r_1204_EXP_1	L-isoleucine transport	4.636805846578545 prot_P36062 + H+ + L-isoleucine --> H+ + L-isoleucine	0.0
r_1204_EXP_2	L-isoleucine transport	5.765097973870669 prot_P50944 + H+ + L-isoleucine --> H+ + L-isoleucine	0.0
r_1205_EXP_1	L-isoleucine transport	21.191487535869634 prot_P38084 + H+ + L-isoleucine --> H+ + L-isoleucine	0.0
r_1205_EXP_2	L-isoleucine transport	11.925305948147454 prot_P38085 + H+ + L-isoleucine --> H+ + L-isoleucine	0.0
r_1205_EXP_3	L-isoleucine transport	18.852719793629912 prot_P25376 + H+ + L-isoleucine --> H+ + L-isoleucine	0.0
r_1205_EXP_4	L-isoleucine transport	7.309072820214728 prot_P41815 + H+ + L-isoleucine --> H+ + L-isoleucine	0.0
r_1205_EXP_5	L-isoleucine transport	2.7063162568082717 prot_P19145 + H+ + L-isoleucine --> H+ + L-isoleucine	0.0
r_1206	L-lactate transport	1398.5378967792055 prot_P36035 + (S)-lactate --> (S)-lactate	0.0
r_1206_REV	L-lactate transport (reversible)	1398.5378967792055 prot_P36035 + (S)-lactate --> (S)-lactate	0.0
r_1207	L-lactate transport	1398.5378967792055 prot_P36035 + (S)-lactate + H+ --> (S)-lactate + H+	0.0
r_1208	L-leucine transport, vacuoluar	53.07459552969611 prot_P25568 + L-leucine --> L-leucine	0.0
r_1208_REV	L-leucine transport, vacuoluar (reversible)	53.07459552969611 prot_P25568 + L-leucine --> L-leucine	0.0
r_1209	L-leucine transport, vacuoluar	1.8115818560987977 prot_P47082 + H+ + L-leucine --> H+ + L-leucine	0.0
r_1210_EXP_1	L-leucine transport, vacuoluar	3.2652282614903916 prot_P36062 + H+ + L-leucine --> H+ + L-leucine	0.0
r_1210_EXP_2	L-leucine transport, vacuoluar	2.9237661499956267 prot_P50944 + H+ + L-leucine --> H+ + L-leucine	0.0
r_1211_EXP_1	L-leucine transport	21.528844430385146 prot_P38084 + H+ + L-leucine --> H+ + L-leucine	0.0
r_1211_EXP_2	L-leucine transport	6.915578654722274 prot_P38085 + H+ + L-leucine --> H+ + L-leucine	0.0
r_1211_EXP_3	L-leucine transport	10.2223971231927 prot_P25376 + H+ + L-leucine --> H+ + L-leucine	0.0
r_1211_EXP_4	L-leucine transport	8.194748650888563 prot_P41815 + H+ + L-leucine --> H+ + L-leucine	0.0
r_1211_EXP_5	L-leucine transport	4.227298127588794 prot_P48813 + H+ + L-leucine --> H+ + L-leucine	0.0
r_1211_EXP_6	L-leucine transport	1.8734733336661706 prot_P19145 + H+ + L-leucine --> H+ + L-leucine	0.0
r_1212_EXP_1	L-lysine transport	11.360039186717948 prot_Q12010 + H+ + L-lysine --> H+ + L-lysine	0.0
r_1212_EXP_2	L-lysine transport	95.41771519034538 prot_P38358 + H+ + L-lysine --> H+ + L-lysine	0.0
r_1212_EXP_3	L-lysine transport	16.849781003105377 prot_P25594 + H+ + L-lysine --> H+ + L-lysine	0.0
r_1212_EXP_4	L-lysine transport	159.0386871228049 prot_Q04301 + H+ + L-lysine --> H+ + L-lysine	0.0
r_1213_EXP_1	L-lysine transport	3.6826960866332814 prot_P19145 + H+ + L-lysine --> H+ + L-lysine	0.0
r_1213_EXP_2	L-lysine transport	3.25182533484035 prot_P32487 + H+ + L-lysine --> H+ + L-lysine	0.0
r_1214_EXP_1	L-methionine transport	35.24084020321606 prot_P38084 + H+ + L-methionine --> H+ + L-methionine	0.0
r_1214_EXP_2	L-methionine transport	20.610049142836775 prot_P25376 + H+ + L-methionine --> H+ + L-methionine	0.0
r_1214_EXP_3	L-methionine transport	16.60170400424417 prot_P41815 + H+ + L-methionine --> H+ + L-methionine	0.0
r_1214_EXP_4	L-methionine transport	6.982964031081571 prot_P48813 + H+ + L-methionine --> H+ + L-methionine	0.0
r_1214_EXP_5	L-methionine transport	0.5994420479172599 prot_P50276 + H+ + L-methionine --> H+ + L-methionine	0.0
r_1214_EXP_6	L-methionine transport	27.712187668633646 prot_P38734 + H+ + L-methionine --> H+ + L-methionine	0.0
r_1214_EXP_7	L-methionine transport	2.1162363111087914 prot_P19145 + H+ + L-methionine --> H+ + L-methionine	0.0
r_1215_EXP_1	L-phenylalanine transport	16.06622774035908 prot_P38084 + H+ + L-phenylalanine --> H+ + L-phenylalanine	0.0
r_1215_EXP_2	L-phenylalanine transport	8.13834361461568 prot_P25376 + H+ + L-phenylalanine --> H+ + L-phenylalanine	0.0
r_1215_EXP_3	L-phenylalanine transport	5.2243534552717525 prot_P41815 + H+ + L-phenylalanine --> H+ + L-phenylalanine	0.0
r_1215_EXP_4	L-phenylalanine transport	1.6860878878163656 prot_P19145 + H+ + L-phenylalanine --> H+ + L-phenylalanine	0.0
r_1215_EXP_5	L-phenylalanine transport	3.3238950438645696 prot_P38967 + H+ + L-phenylalanine --> H+ + L-phenylalanine	0.0
r_1216_EXP_1	L-proline transport	5.530127742131245 prot_P19145 + H+ + L-proline --> H+ + L-proline	0.0
r_1216_EXP_2	L-proline transport	7.9708001724501445 prot_P15380 + H+ + L-proline --> H+ + L-proline	0.0
r_1217_EXP_1	L-serine transport	16.287937054853014 prot_P25376 + H+ + L-serine --> H+ + L-serine	0.0
r_1217_EXP_2	L-serine transport	7.412955094957308 prot_P48813 + H+ + L-serine --> H+ + L-serine	0.0
r_1217_EXP_3	L-serine transport	66.50560562311239 prot_P43548 + H+ + L-serine --> H+ + L-serine	0.0
r_1217_EXP_4	L-serine transport	3.1230091119005747 prot_P19145 + H+ + L-serine --> H+ + L-serine	0.0
r_1217_EXP_5	L-serine transport	6.829311032668995 prot_P53388 + H+ + L-serine --> H+ + L-serine	0.0
r_1217_EXP_6	L-serine transport	6.271017123858905 prot_Q12116 + H+ + L-serine --> H+ + L-serine	0.0
r_1218_EXP_1	L-threonine transport	13.460623358674889 prot_P25376 + H+ + L-threonine --> H+ + L-threonine	0.0
r_1218_EXP_2	L-threonine transport	4.09899231947597 prot_P48813 + H+ + L-threonine --> H+ + L-threonine	0.0
r_1218_EXP_3	L-threonine transport	2.056570900283299 prot_P19145 + H+ + L-threonine --> H+ + L-threonine	0.0
r_1219_EXP_1	L-tryptophan transport	9.371477913023393 prot_P38084 + H+ + L-tryptophan --> H+ + L-tryptophan	0.0
r_1219_EXP_2	L-tryptophan transport	6.2506288772903 prot_P38085 + H+ + L-tryptophan --> H+ + L-tryptophan	0.0
r_1219_EXP_3	L-tryptophan transport	4.435242353617236 prot_P41815 + H+ + L-tryptophan --> H+ + L-tryptophan	0.0
r_1219_EXP_4	L-tryptophan transport	2.113221055587478 prot_P19145 + H+ + L-tryptophan --> H+ + L-tryptophan	0.0
r_1219_EXP_5	L-tryptophan transport	4.5429316514095 prot_P38967 + H+ + L-tryptophan --> H+ + L-tryptophan	0.0
r_1220	L-tyrosine transport	36.835960459045545 prot_P25568 + L-tyrosine --> L-tyrosine	0.0
r_1220_REV	L-tyrosine transport (reversible)	36.835960459045545 prot_P25568 + L-tyrosine --> L-tyrosine	0.0
