protID	geneID	protName	capUse_CN4	capUse_CN22	capUse_CN38	capUse_CN75	capUse_hGR	absUse_CN4	absUse_CN22	absUse_CN38	absUse_CN75	absUse_hGR	UB_CN4	UB_CN22	UB_CN38	UB_CN75	UB_hGR
P00401	Q0045	COX1	0.4064403832321702	0.6617329222160458	0.999999999999984	1.0000000000000389	1.000000000000396	0.1269765665949233	0.17823988545995756	0.2305256572308094	0.2835792387754409	0.3799707799916717	0.31241129531754896	0.2693532080330211	0.23052565723081309	0.2835792387754299	0.3799707799915213
P00856	Q0080	ATP8	1.0	0.9999999999999998	0.9999999999999999	1.0	1.0000000000003733	0.1272455119295709	0.1621107082817352	0.22303518852503937	0.2751175256100435	0.37317999216086234	0.1272455119295709	0.16211070828173524	0.2230351885250394	0.2751175256100435	0.37317999216072306
P00854	Q0085	ATP6	1.0000000000000002	1.0	1.0	1.0	1.0000000000003733	0.6359871438747138	0.8102472518533516	1.1147545432652217	1.3750678250990473	1.8651948800908507	0.6359871438747137	0.8102472518533516	1.1147545432652217	1.3750678250990473	1.8651948800901545
P00163	Q0105	COB	0.5821562574079977	0.9338617272706926	0.9999999999999836	1.0000000000000397	1.0000000000003961	0.2233392718436343	0.3099806742434078	0.40439738410706205	0.4979382250344143	0.6683311700805642	0.3836414519325685	0.3319342309373341	0.4043973841070687	0.49793822503439455	0.6683311700802995
P61829	Q0130	OLI1	1.0	1.0	1.0	1.0	1.000000000000373	1.695805439817143	2.1604551452387213	2.9723978491339413	3.6665009982966805	4.973382959766628	1.695805439817143	2.1604551452387213	2.9723978491339413	3.6665009982966805	4.9733829597647725
P00410	Q0250	COX2	0.4064403832321701	0.6617329222160458	0.999999999999984	1.0000000000000384	1.0000000000003957	0.06169154695597084	0.08659782319015284	0.11200085802429557	0.13777693312864414	0.1846087498217981	0.15178498372965785	0.13086521810060397	0.11200085802429736	0.13777693312863884	0.18460874982172504
P00420	Q0275	COX3	0.4064403832321702	0.6617329222160458	0.999999999999984	1.0000000000000384	1.000000000000396	0.0655636001534384	0.09203311205422482	0.11903056147364491	0.14642446493456213	0.1961956678891655	0.16131172702882388	0.1390789379890901	0.11903056147364681	0.1464244649345565	0.19619566788908782
P31373	YAL012W	CYS3	0.03146060221216871	0.04126036610127187	0.06236310437184269	0.06374952528877574	0.1263477086755265	0.02464674273575084	0.024646742735751726	0.02464674273574815	0.02464674273601177	0.07147555393367713	0.7834161142095899	0.5973466807167273	0.39521353184714614	0.3866184512647858	0.5657051851825305
P31381	YAL022C	FUN26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P31382	YAL023C	PMT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05156212525023815	0.06565030089067744	0.04855487759124904	0.04072519078238384	0.06262241516608258
P39524	YAL026C	DRS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P39730	YAL035W	FUN12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2819624501087919	0.24997662050639255	0.1567941805063925	0.13219980651363974	0.3137835784688681
P00549	YAL038W	CDC19	0.03016474948829044	0.03072463049708433	0.04835447902081869	0.09762539298098459	0.3005859624312334	0.10286249996433215	0.1490248106924185	0.2075949324377524	0.36078941974159306	0.6219099192339157	3.410023345437098	4.850336953818223	4.293189310309264	3.695651394836048	2.068991892381512
P06182	YAL039C	CYC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006656315536037322	0.005413968146562386	0.003254333216568742	0.0028215378530860543	0.004355071773269715
P39726	YAL044C	GCV3	0.04032787270896365	0.0405017838846142	0.22386665197487357	0.2262098586904649	0.1797143326970893	0.0043405541169897624	0.006504124285787124	0.020603749016881705	0.01669461411891042	0.012222920115944443	0.10763161618552199	0.16058858800680895	0.09203581165449437	0.07380144356022324	0.06801305122695096
Q01574	YAL054C	ACS1	0.0	0.3012411037276521	1.0	1.0	0.9999999999999104	0.0	0.37887357864522986	0.024831452038058876	0.01470659530564137	0.06493959567367426	3.9479293849631776	1.2577087719999998	0.024831452038058876	0.01470659530564137	0.06493959567368007
P39714	YAL060W	BDH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6171568196486232	0.2575436729063476	0.1223909085153313	0.09766798192627685	0.2817554984824013
P39713	YAL061W	BDH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P39708	YAL062W	GDH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003953239089183651	0.02373830139284502	0.003800064434828841	0.0020657477809705588	1000.0
P27616	YAR015W	ADE1	0.007207110137582067	0.007545567381525318	0.01238369805994265	0.01258748835598088	0.03652659500720776	0.0018181943009280086	0.0018181943009278909	0.0018181943009268286	0.0018181943009346112	0.005272763472687383	0.2522778570354968	0.2409619063742755	0.14682159498123687	0.14444456666136304	0.14435409245364683
P80235	YAR035W	YAT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19271306624894552	0.02451795121318007	1000.0	1000.0	0.02762413441158763
P35842	YAR071W	PHO11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P32784	YBL011W	SCT1	0.0006933781065685536	0.0006994642860962691	0.0007543571716433327	0.0007543571716042172	0.0021876730290176535	0.6933781065685536	0.6994642860962691	0.7543571716433327	0.7543571716042171	2.1876730290176534	1000.0	1000.0	1000.0	1000.0	1000.0
P32785	YBL013W	FMT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P32316	YBL015W	ACH1	0.0	1.0	0.9999999999996196	0.9999999999999999	1.0000000000006577	0.0	0.40286238046871475	2.893535893006364	3.030329791907006	4.298455689530546	0.8005095219529469	0.40286238046871475	2.8935358930074644	3.0303297919070062	4.298455689527719
P18239	YBL030C	PET9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38066	YBL033C	RIB1	0.00032420617319971255	0.00038876291096845525	0.0007858770522567211	2.464763303253681e-09	0.0011911764419816964	2.464763303253681e-06	2.464763303253681e-06	2.464763303253681e-06	2.464763303253681e-06	7.147813579435674e-06	0.007602456421258132	0.006340016585207829	0.003136321764550673	1000.0	0.00600063376634971
P28274	YBL039C	URA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07779217940840107	0.043723252799999994	0.025331487128492456	0.02116527432497104	0.08423141700831217
P38196	YBL042C	FUI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P07256	YBL045C	COR1	0.5821562574079977	0.9338617272706929	0.9999999999999837	1.0000000000000397	1.0000000000003961	0.25696089761228846	0.3566453478536259	0.46527560493241515	0.5728981392484095	0.7689421387851975	0.441395062480966	0.3819038059263427	0.46527560493242276	0.5728981392483867	0.7689421387848929
P34227	YBL064C	PRX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08422429918986302	0.10524121866138432	0.08350846342819905	0.061813338340314966	0.03438126134229327
P38063	YBL068W	PRS4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042413550446720294	0.03199940000622554	0.021754304961886687	0.018415928285491698	0.024412833999999994
P09436	YBL076C	ILS1	0.03589337925754695	0.040851905194167815	0.06796496101986502	0.07764715412956047	0.09608561324013404	0.01128077029308413	0.01128077029308413	0.01128077029308413	0.01128077029308413	0.03271423384994398	0.31428554587019647	0.2761381688189813	0.1659792064	0.14528246939045913	0.3404696368871126
P33893	YBL080C	PET112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38174	YBL091C	MAP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06744411729616957	0.07106005273598365	0.04976379648698022	0.04964151954968363	0.04161073093493075
P38169	YBL098W	BNA4	0.1797782243910308	0.3250231780239971	0.5544703624154461	0.7825504565883937	0.6516204746876538	0.004354734929347658	0.0043547349293429185	0.004354734929335698	0.004355595832489063	0.012628731295055682	0.024222816440081143	0.013398228876530768	0.0078538642	0.005565897758820198	0.01938050105179569
P07251	YBL099W	ATP1	1.0	1.0	1.0	1.0	1.0000000000003733	3.84280571788129	4.8957322523063915	6.7356473698430985	8.308530371497815	11.27001012395937	3.84280571788129	4.8957322523063915	6.7356473698430985	8.308530371497815	11.270010123955164
P35172	YBR001C	NTH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.006106170916836198	1000.0	1000.0	1000.0
P35196	YBR002C	RER2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P18900	YBR003W	COQ1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018518267442154124	0.00118659456	0.000816892045720525	0.0006511301255026202	0.0031384729241733375
P38211	YBR004C	GPI18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38067	YBR006W	UGA2	0.0	0.01820495235598909	0.0	0.0	0.0	0.0	0.0015079031745331318	0.0	0.0	0.0	0.05010838918686469	0.08282928430939067	0.061636802108807	0.05308134162204059	0.021924953801499558
P00817	YBR011C	IPP1	0.014025551960796133	0.07796381886359253	0.055997387263157714	0.07823357540202758	0.13725853173241517	0.01348868110361973	0.07859099823457247	0.03701244418537916	0.04706186364521601	0.09757993353329282	0.9617219444427535	1.0080444926906065	0.6609673414125646	0.6015558333282606	0.7109207151037024
P08431	YBR018C	GAL7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P04397	YBR019C	GAL10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P04385	YBR020W	GAL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P05316	YBR021W	FUR4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38218	YBR022W	POA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P29465	YBR023C	CHS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38071	YBR026C	ETR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2563228982048048	0.3592412837695561	0.16581794418491896	0.11913083833854826	0.04386074796107561
P38221	YBR029C	CDS1	0.024595719649042554	0.016338964688189905	0.032560258392355	0.03828638667158489	0.05887515096396152	0.00990160595636581	0.009809808375477866	0.009874399303521703	0.009874399303517065	0.02863602210371595	0.40257435430441874	0.6003935110141079	0.30326538519854523	0.257908885166371	0.48638554016183405
P38074	YBR034C	HMT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03035733556206722	0.01416581164267403	0.008793175306244029	0.0072298562869867475	0.021134455455373076
P38075	YBR035C	PDX3	0.0	0.6424895159994444	0.49831122761865393	0.4706760913040479	0.0	0.0	0.07340047937193524	0.03947178624475082	0.034415545541658855	0.0	0.13096582682136915	0.11424385541568699	0.07921111156451338	0.07311938332433177	0.07294739765328302
P35206	YBR036C	CSG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P14180	YBR038W	CHS2	3.1141872250537375e-05	3.1141872250537375e-05	3.1141872250537375e-05	3.1141872250537375e-05	9.031142952655836e-05	0.031141872250537373	0.031141872250537373	0.031141872250537373	0.031141872250537373	0.09031142952655836	1000.0	1000.0	1000.0	1000.0	1000.0
P38077	YBR039W	ATP3	1.0	1.0	1.0	1.0	1.0000000000003733	0.75077474755972	0.9564865922682732	1.3159535831370024	1.6232501068757477	2.201838871645102	0.75077474755972	0.9564865922682732	1.3159535831370024	1.6232501068757477	2.20183887164428
P38225	YBR041W	FAT1	0.0	8.451300966099682e-09	1.537874968792357e-06	0.0	0.0	0.0	8.451300966099682e-06	0.001537874968792357	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38226	YBR042C	CST26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38230	YBR046C	ZTA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05752637865440272	0.05826279203031916	0.024117313418042984	0.02146772821142646	0.010732918669999997
Q3E790	YBR058C-A	TSC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38084	YBR068C	BAP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38085	YBR069C	TAT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P38242	YBR070C	ALG14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P09440	YBR084W	MIS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07442561796378741	0.06215588058250112	0.038902462620469966	0.034414876391641466	0.11016626020974477
P18238	YBR085W	AAC3	0.0002208446925185842	0.00022280058054076116	0.0003374005804309326	0.00042267586462706457	0.0005701378746993962	0.22084469251858418	0.22280058054076116	0.33740058043093263	0.4226758646270646	0.5701378746993963	1000.0	1000.0	1000.0	1000.0	1000.0
P24031	YBR092C	PHO3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P00635	YBR093C	PHO5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P22219	YBR097W	VPS15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
P16661	YBR110W	ALG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.012707389439791078	1000.0	1000.0
Q01976	YBR111C	YSA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0	1000.0
