protein	measured_mg_gDW	adjusted_mg_gDW	fold_change
P04147	0.5757313670596119	0.7205371699271174	1.2515162646201836
P39938	0.1413441620710114	0.15123173069541404	1.0699538522109964
P46654	0.2757836009064821	0.31312415058905346	1.1353980061172437
