protein	measured_mg_gDW	adjusted_mg_gDW	fold_change
P04147	0.5517837466102192	0.7205371699271174	1.3058325373909678
P26785	0.24381117282945966	0.2491488171967617	1.0218925339038323
P49166	0.10360217316990236	0.11030229895222719	1.0646716721987768
P39938	0.14113437412877092	0.15123173069541404	1.071544275652013
P46654	0.277477627762073	0.31312415058905346	1.1284662951549596
