Row	CN4	CN22	CN38	CN75	hGR
rGlu	1.1710002739394922	1.542789959749022	2.114276052770183	3.3697276245632835	5.657428314487561
ETC_rATP	8.183851697320797	12.18869430495205	14.551048196767	18.964735912058128	21.986648448262272
ETC_YATP_glu	6.988770096345573	7.900423662942998	6.8822839750286215	5.627972947669905	3.886332663192354
ETC_YATP_mu	81.83851697320797	121.88694304952048	145.51048196767	189.64735912058129	75.81602913193888
glycolysis_rATP	1.2249609731065	1.9375423713543949	2.302117917092304	4.531740352838078	7.642297360152796
glycolysis_YATP_glu	1.046080859559044	1.2558691862822275	1.088844531004362	1.3448387696988986	1.350842986482458
glycolysis_YATP_mu	12.249609731065	19.37542371354395	23.02117917092304	45.31740352838078	26.352749517768263
GAEC_rATP	5.53401553085298	5.658308741357577	5.135770805491181	5.004800621382446	15.437196374826287
GAEC_YATP_glu	4.7258874775796444	3.667582035780204	2.4290918864460256	1.485224083068455	2.728659651823544
GAEC_YATP_mu	55.3401553085298	56.58308741357577	51.35770805491181	50.04800621382446	53.231711637332026
NGAM_rATP	0.8189617699735287	4.489432893052654	8.566448185382107	14.673368533551171	4.823761963054999
NGAM_YATP_glu	0.6993694093839691	2.909944328249962	4.051716980929765	4.35446723544988	0.8526421714796267
NGAM_YATP_mu	8.189617699735287	44.89432893052653	85.66448185382107	146.7336853355117	16.633661941568963
Metabolism_rATP	3.0558353696007887	3.978495041896214	3.150947122986014	3.8183071099625874	9.367987470533782
Metabolism_YATP_glu	2.609594068941003	2.5787664851950605	1.4903196386571924	1.133120398850468	1.6558738263716413
Metabolism_YATP_mu	30.558353696007885	39.78495041896214	31.509471229860143	38.18307109962587	32.30340507080615
GAEC+NGAM+Metabolism_rATP	9.408812670427295	14.126236676306444	16.853166113859302	23.4964762648962	29.628945808415068
GAEC+NGAM+Metabolism_YATP_glu	8.034850955904616	9.156292849225226	7.971128506032983	6.972811717368802	5.237175649674812
GAEC+NGAM+Metabolism_YATP_mu	94.08812670427297	141.26236676306442	168.53166113859302	234.964762648962	102.16877864970714
rPDH	1.045588865028507	1.5781012632176867	1.7666692904934282	2.597970997252705	3.731839463537647
rIDH	0.7953203955814766	1.106565689035396	1.403593430867607	1.563562929037139	1.067245799855897
rMDHc	0.0354591195593985	-0.0394270567053154	0.022419998879432	0.0313160725073598	0.1223912516094652
rMDHm	0.6319864073595297	1.2142224129316077	1.2386698261290296	1.848662110497133	1.97861403862253
rNDE	1.8012114342249017	2.5902246323924696	3.054302242846611	4.343613334006659	5.892381716231975
rNAD[c]	1.9081942030110863	2.7558128169690894	3.963939007472836	6.732658375246268	9.655016357060754
rNAD[m]	3.1562550348317533	4.84639896309411	5.699691439904438	7.293400434711911	7.785220276567101
rNAD[n]	8.80090800000034e-10	1.195908199999981e-09	1.0451272140059535e-09	1.499002427771515e-09	1.582022800000052e-09
rNAD[p]	0.000616170086481	0.0036476323016932	0.008525311670949	0.0110512718322381	0.0038068955808992
rNAD[erm]	0.0223466737862987	0.0226118422245587	0.0227416900509169	0.0232585680946685	0.0650156127818027
rNAD[tot]	5.08741208259571	7.62847125578536	9.694897450144268	14.060368651384088	17.509059143572582
rNADP[c]	1.5182708569170655	1.7334790847480284	1.582155982758154	1.9167489418189656	4.872218394794754
rNADP[er]	0.0070130352603233	0.007079116700177	0.0070474875338063	0.0071666283348231	0.0203919533423484
rNADP[m]	0.1173036730832037	0.130301537242319	0.0792333361954661	0.0676957120200665	0.2808186616259436
rNADP[p]	2.777111288820428e-05	0.0001340158191089	0.0002483492274397	0.0005525999188704	0.0001813401357592
rNADP[erm]	0.0008269073422237	0.0036357107652729	0.0108242195554697	0.0137450643903817	0.0046255647085753
rNADP[lp]	5.9343370532465696e-05	0.0002235993802639	0.0005527256424528	0.0008074888019409	0.0002374699634463
rNADP[tot]	1.6435015870862373	1.8748530646551704	1.680062100912789	2.006716435285049	5.178473384570827
GAECpol_protein	18.85	20.735000000000003	12.441000000000004	10.179000000000002	15.457
GAECpol_carbohydrate	3.9058584905598153	3.2658584905598147	6.081858490559814	6.849858490559814	5.057858490559814
GAECpol_RNA	1.4075829645596514	1.4075829645596514	1.4075829645596514	1.4075829645596514	1.4075829645596514
GAECpol_DNA	0.085132414342395	0.085132414342395	0.085132414342395	0.085132414342395	0.085132414342395
GAECpol_total	24.248573869461865	25.493573869461866	20.015573869461864	18.521573869461864	22.00757386946186
GAECpol_GAEC_noPol	34.0	34.0	34.0	34.0	34.0
GAECpol_GAEC_total	58.248573869461865	59.49357386946187	54.01557386946186	52.52157386946186	56.007573869461865
