rxnID	rxnName	CN4_AVERAGE	CN4_STDEV	CN4_STDEV_percent	CN22_AVERAGE	CN22_STDEV	CN22_STDEV_percent	CN38_AVERAGE	CN38_STDEV	CN38_STDEV_percent	CN75_AVERAGE	CN75_STDEV	CN75_STDEV_percent	hGR_AVERAGE	hGR_STDEV	hGR_STDEV_percent
r_0001	(R)-lactate:ferricytochrome-c 2-oxidoreductase	0.000126750501381	0.0021702388699857	1712.2132428183268	0.0005091375379293	0.0094165829163063	1849.516528402647	0.0204946775234796	0.0686407014827271	334.91964635251907	0.0023029656851783	0.0357835443881959	1553.8027604360198	0.0002975227754397	0.0072248451174352	2428.333463465396
r_0002	(R)-lactate:ferricytochrome-c 2-oxidoreductase	5.220051585868226e-05	0.0013942203758389	2670.893865519281	0.000235216233146	0.0068159010659003	2897.717123829368	0.0098801789849531	0.0487402335693693	493.3132653122751	0.0012307729770318	0.0273448178053277	2221.75968400548	0.0001579773359203	0.0053456319662881	3383.7967548601
r_0003	(R,R)-butanediol dehydrogenase	-7.72710332907986e-06	0.0001419684958425	-1837.2796350249164	-0.0001377305488504	0.0026854479748734	-1949.783833207361	-4.401550187490372e-05	0.0010188946535139	-2314.854108467839	-0.0002930680936913	0.0059890576730318	-2043.572057809816	-0.0003554273635904	0.00670813497683	-1887.3434248466208
r_0004	(S)-lactate:ferricytochrome-c 2-oxidoreductase	4.051808768066153e-05	0.0010822169629853	2670.947778963989	0.0001583166081344	0.005004404928833	3161.0107036802883	0.000280484054398	0.0087702860949784	3126.839461088805	0.000392100040948	0.0139251618413273	3551.4308561809585	0.0001022783994357	0.0041746013844888	4081.606094266736
r_0005	1,3-beta-glucan synthase	0.055932988915265	2.0471690276423187e-05	0.0366003867725297	0.0468177342155138	0.0002357999501599	0.5036551941503875	0.0871604368233623	0.0003448091648633	0.3956028416449306	0.0983845934880375	0.001398782842059	1.4217498822405952	0.210128417489413	0.0004254655455034	0.2024788225157269
r_0006	1,6-beta-glucan synthase	0.0186882200904482	6.839963745499962e-06	0.036600402351832	0.0156426491172147	7.878502065610167e-05	0.5036552317049583	0.0291218733812675	0.0001152069665195	0.3956028687139559	0.0328720665410998	0.0004673585862275	1.4217499397040732	0.0702076928259232	0.0001421557437133	0.2024788708921764
r_0007	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	0.0085402174521823	3.125704903938936e-06	0.0365998280657387	0.0094042274796599	4.736468547155252e-05	0.5036531238104992	0.0056408481049643	2.231529009690615e-05	0.3956016840316457	0.0046254779985464	6.57625859084634e-05	1.421746810364872	0.0203165239459683	4.113646645546837e-05	0.2024778774404053
r_0012	1-pyrroline-5-carboxylate dehydrogenase	0.0001237894772233	0.001604736379278	1296.3431264699457	0.0006007473879412	0.0082371905884723	1371.1571209158838	0.0016640578512164	0.0188526180982006	1132.930449768849	0.0030840347345718	0.0336424076047633	1090.8569617466817	0.0007564808868366	0.0096293680296096	1272.9162358452425
r_0013	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction	7.250887600791666e-05	0.0006048230243935	834.1365329224924	0.0001806992041854	0.0018491950605767	1023.3553982223495	0.0046141578947568	0.0154141163715698	334.0613113626902	0.0006937764094469	0.0072711532330629	1048.0542627356983	0.0002569637398459	0.002182461162807	849.3265096916375
r_0014	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase	9.500683813281375e-05	3.470246717447509e-08	0.036526283640724	9.510687089697396e-05	4.79047267704377e-07	0.5036936481942641	9.50789714299826e-05	3.760413302707544e-07	0.3955042052044874	9.528953526800504e-05	1.3547855928175443e-06	1.4217569526466511	0.0002756257944844	5.581411870414985e-07	0.2024996202135218
r_0015	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH)	9.500683813281375e-05	3.4702467174475084e-08	0.0365262836407239	9.510687089697396e-05	4.79047267704377e-07	0.5036936481942641	9.50789714299826e-05	3.760413302707543e-07	0.3955042052044874	9.528953526800504e-05	1.3547855928175443e-06	1.4217569526466511	0.0002756257944844	5.581411870414985e-07	0.2024996202135218
r_0016	2-aceto-2-hydroxybutanoate synthase	0.0271435515563957	0.0001436274601216	0.529140263105431	0.0301491862071659	0.0030299648475587	10.04990591367476	0.0180350083228367	0.0013420962927216	7.441617262921782	0.0153685250126348	0.0073267583357741	47.67378996846235	0.0649770796078785	0.0051045845956364	7.855977256043872
r_0017	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	9.317314935023344e-09	2.4128408718725024e-07	2589.6311208744787	7.58500396386878e-09	2.129470990873539e-07	2807.4751193503507	4.816037051018346e-09	1.702236356562175e-07	3534.516737578334	4.957427793713751e-09	1.7529492944638868e-07	3536.0057017607155	1.4003639552883298e-08	4.94944323026873e-07	3534.397762508575
r_0018	2-aminoadipate transaminase	0.0336633108404461	1.232078350466768e-05	0.0366000348660428	0.0370690129876574	0.000186699910442	0.503654927376272	0.0222347535222701	8.796127363284465e-05	0.3956026476513141	0.0182324298384926	0.0002592194182745	1.4217491610868764	0.0800824359505206	0.0001621498140533	0.2024786235941817
r_0019	2-dehydropantoate 2-reductase	1.804902116748116e-05	8.671711780920763e-10	0.0048045329995759	1.806937126337804e-05	9.105702283017005e-08	0.5039302226011548	1.8064072566883694e-05	7.15355859674678e-08	0.3960102889456487	1.810409204905366e-05	2.5720882331513853e-07	1.4207220258172704	5.23680962147174e-05	1.0614354646560073e-07	0.2026874263872331
r_0020	2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	0.0340978191413316	0.0018270820062944	5.358354441148857	0.0380583628513999	0.0040263321513279	10.579362457205104	0.0231699641082271	0.0045288998547474	19.546425853716727	0.0200246125950539	0.0093317946479928	46.60162389507481	0.082135436445774	0.0065281582465712	7.948041100239507
r_0021	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase	-3.802333333499095e-10	1.7540711120863143e-10	-46.13143978284859	-3.8223333333333565e-10	1.1281844825702723e-10	-29.51559647432455	-3.4800000000555326e-10	6.885777169518777e-11	-19.78671600404855	-3.3526666666670194e-10	5.885254126383592e-11	-17.553949472210103	-4.4026666666668684e-10	3.0999289096981135e-10	-70.41025688290367
r_0022	2-hexaprenyl-6-methoxyphenol monooxygenase	-3.802333333499095e-10	1.7540711120863143e-10	-46.13143978284859	-3.8223333333333565e-10	1.1281844825702723e-10	-29.51559647432455	-3.4800000000555326e-10	6.885777169518777e-11	-19.78671600404855	-3.3526666666670194e-10	5.885254126383592e-11	-17.553949472210103	-4.4026666666668684e-10	3.0999289096981135e-10	-70.41025688290367
r_0023	2-isopropylmalate hydratase	-0.0370582516999751	0.0001371350101221	-0.3700525627393886	-0.0409930980273102	0.0025260690380358	-6.162181341729643	-0.0245761484883616	0.0013347904394137	-5.431243386431524	-0.020427378605908	0.00521997001362	-25.553792849907477	-0.0885199668204842	0.0047532655490392	-5.369710043699804
r_0024	2-isopropylmalate synthase	0.0001316796024462	0.002192195877947	1664.7953344493903	0.0002769748076552	0.0033477201849359	1208.673168970082	0.0002528064385616	0.0024032888332363	950.6438391798656	0.0003162691398198	0.0028428856880078	898.8817845546091	0.0003171332893027	0.0052765612682746	1663.8307759729803
r_0025	2-isopropylmalate synthase	0.0369283142890088	0.0021979165942991	5.951846534607025	0.0408230513833477	0.0047338129517976	11.59593119912798	0.0243354682940256	0.0027475421850415	11.290278665876505	0.0202905313220388	0.0070497825458764	34.74419882844188	0.0884177619251114	0.0083582188739201	9.453099345581045
r_0026	2-keto-4-methylthiobutyrate transamination	6.830716942377986e-05	0.0006014250974445	880.4714095431192	0.0001398468006782	0.0017150508676542	1226.3783363913178	0.0045761850043518	0.0154115600046542	336.77746834968855	0.0005999393739294	0.0070873405259629	1181.3427879459066	0.0002105372911927	0.0020458736738986	971.7393352540206
r_0027	2-methylcitrate dehydratase	0.0336633107497155	1.232080147037333e-05	0.0366000883334906	0.0370690129487138	0.0001866999192159	0.5036549515742882	0.0222347534580022	8.796128718921491e-05	0.3956027097640594	0.0182324297049408	0.0002592194469048	1.421749328530889	0.0800824358985878	0.0001621498258681	0.2024786384788913
r_0028	2-methylcitrate synthase	5.242356182055921e-05	0.0007540025801227	1438.289490331881	0.0001940427239392	0.0025459723000446	1312.0679035830472	0.0006966107419925	0.0065942815774183	946.6235847234018	0.0004949483186809	0.0067844333894878	1370.735717936912	0.0002605955462388	0.0039470509910863	1514.6271868625356
r_0029	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	0.0370582518991743	0.0001371349972797	0.3700525260954996	0.0409930974225903	0.0025260691373199	6.162181674829633	0.0245761486951612	0.0013347904314936	5.431243308502736	0.0204273783626753	0.0052199700630436	25.553793396129247	0.088519966259488	0.0047532656267621	5.369710165533003
r_0030	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	
